Radiotherapy,Gender,Marital status,Race,Pathologic grade,Histologic type,T staging,N staging,Chemotherapy,RNE,CEA,Tumor size (cm),HR Total
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,No,≥12,NOS,≤5cm,3.7904717399057635
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,No,≥12,NOS,>5cm,4.135404668237188
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,No,≥12,NOS,NOS,4.662280240084089
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,No,NOS,Negative,≤5cm,6.2733532989384
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,No,NOS,Negative,>5cm,6.844228449141795
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,No,NOS,Negative,NOS,7.7162245576942325
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,No,NOS,Positive,≤5cm,9.272016175830956
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,No,NOS,Positive,>5cm,10.115769647831572
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,No,NOS,Positive,NOS,11.404579896272075
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,No,NOS,NOS,≤5cm,7.973432042950706
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,No,NOS,NOS,>5cm,8.69901435885922
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,No,NOS,NOS,NOS,9.807321412829369
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,<12,Negative,≤5cm,3.2318556442272
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,<12,Negative,>5cm,3.5259545078518753
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,<12,Negative,NOS,3.975182442399456
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,<12,Positive,≤5cm,4.776682642167802
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,<12,Positive,>5cm,5.2113607626050715
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,<12,Positive,NOS,5.875319649866396
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,<12,NOS,≤5cm,4.1076885238127705
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,<12,NOS,>5cm,4.481488179479732
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,<12,NOS,NOS,5.0524568842897075
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,≥12,Negative,≤5cm,2.278458229180176
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,≥12,Negative,>5cm,2.4857979280355718
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,≥12,Negative,NOS,2.802503621891616
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,≥12,Positive,≤5cm,3.3675612627283
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,≥12,Positive,>5cm,3.674009337636575
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,≥12,Positive,NOS,4.142100353155809
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,≥12,NOS,≤5cm,2.8959204092880033
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,≥12,NOS,>5cm,3.1594491665332116
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,≥12,NOS,NOS,3.561982103424244
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,NOS,Negative,≤5cm,4.792841920388938
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,NOS,Negative,>5cm,5.228990535144331
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,NOS,Negative,NOS,5.895195562078393
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,NOS,Positive,≤5cm,7.08382035833485
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,NOS,Positive,>5cm,7.728448010943321
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,NOS,Positive,NOS,8.713099040751866
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,NOS,NOS,≤5cm,6.091702080814339
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,NOS,NOS,>5cm,6.6460469701684435
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N0,Yes,NOS,NOS,NOS,7.492793559401637
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,<12,Negative,≤5cm,8.092329643202401
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,<12,Negative,>5cm,8.82873164073382
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,<12,Negative,NOS,9.953565461138954
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,<12,Positive,≤5cm,11.96046321265315
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,<12,Positive,>5cm,13.048865365004586
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,<12,Positive,NOS,14.711369751563373
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,<12,NOS,≤5cm,10.285350976510252
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,<12,NOS,>5cm,11.221317915372683
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,<12,NOS,NOS,12.65098170110761
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,≥12,Negative,≤5cm,5.705092398457692
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,≥12,Negative,>5cm,6.224255806717342
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,≥12,Negative,NOS,7.0172636501029615
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,≥12,Positive,≤5cm,8.43212656492047
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,≥12,Positive,>5cm,9.199450082328232
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,≥12,Positive,NOS,10.371515674852178
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,≥12,NOS,≤5cm,7.251172438439727
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,≥12,NOS,>5cm,7.911029130337742
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,≥12,NOS,NOS,8.918942099280864
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,NOS,Negative,≤5cm,12.000924860869162
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,NOS,Negative,>5cm,13.093009023208255
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,NOS,Negative,NOS,14.76113757886907
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,NOS,Positive,≤5cm,17.73736694436462
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,NOS,Positive,>5cm,19.3514673363018
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,NOS,Positive,NOS,21.816961341568483
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,NOS,NOS,≤5cm,15.253175498164705
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,NOS,NOS,>5cm,16.641214468497694
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,No,NOS,NOS,NOS,18.761405862742585
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,<12,Negative,≤5cm,6.182539847406635
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,<12,Negative,>5cm,6.745150973520638
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,<12,Negative,NOS,7.6045240123101605
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,<12,Positive,≤5cm,9.137793894467006
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,<12,Positive,>5cm,9.969333138863503
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,<12,Positive,NOS,11.239486490194416
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,<12,NOS,≤5cm,7.858008146053832
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,<12,NOS,>5cm,8.573086887344731
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,<12,NOS,NOS,9.665350019646214
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,≥12,Negative,≤5cm,4.358690592421677
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,≥12,Negative,>5cm,4.75533143633205
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,≥12,Negative,NOS,5.361189428678663
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,≥12,Positive,≤5cm,6.4421446955992385
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,≥12,Positive,>5cm,7.028379862898769
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,≥12,Positive,NOS,7.923837975587063
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,≥12,NOS,≤5cm,5.539895742967952
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,≥12,NOS,>5cm,6.044026255578035
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,≥12,NOS,NOS,6.81407176385058
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,NOS,Negative,≤5cm,9.16870659370404
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,NOS,Negative,>5cm,10.003058893731108
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,NOS,Negative,NOS,11.27750911025597
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,NOS,Positive,≤5cm,13.551348345494572
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,NOS,Positive,>5cm,14.784521044934579
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,NOS,Positive,NOS,16.668158464958324
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,NOS,NOS,≤5cm,11.653426080597836
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,NOS,NOS,>5cm,12.713887853932238
RT,Female,Unmarried/NOS,Non-white,Grade I/II,Adenocarcinomas,T3-4,N+,Yes,NOS,NOS,NOS,14.333714079135337
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,<12,Negative,≤5cm,3.3309160576000005
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,<12,Negative,>5cm,3.6340294188416005
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,<12,Negative,NOS,4.097026750848
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,<12,Positive,≤5cm,4.923093933132801
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,<12,Positive,>5cm,5.3710954810478855
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,<12,Positive,NOS,6.055405537753345
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,<12,NOS,≤5cm,4.2335943092096
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,<12,NOS,>5cm,4.618851391347674
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,<12,NOS,NOS,5.207321000327808
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,≥12,Negative,≤5cm,2.3482958206080005
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,≥12,Negative,>5cm,2.5619907402833286
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,≥12,Negative,NOS,2.8884038593478407
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,≥12,Positive,≤5cm,3.4707812228586246
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,≥12,Positive,>5cm,3.7866223141387594
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,≥12,Positive,NOS,4.269060904116108
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,≥12,NOS,≤5cm,2.9846839879927685
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,≥12,NOS,>5cm,3.2562902309001105
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,≥12,NOS,NOS,3.671161305231105
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,NOS,Negative,≤5cm,4.939748513420801
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,NOS,Negative,>5cm,5.389265628142094
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,NOS,Negative,NOS,6.075890671507585
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,NOS,Positive,≤5cm,7.300948302835944
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,NOS,Positive,>5cm,7.965334598394015
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,NOS,Positive,NOS,8.980166412488211
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,NOS,NOS,≤5cm,6.2784203605578375
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,NOS,NOS,>5cm,6.8497566133686005
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,No,NOS,NOS,NOS,7.72245704348614
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,<12,Negative,≤5cm,2.5448198680064005
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,<12,Negative,>5cm,2.776398475994983
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,<12,Negative,NOS,3.1301284376478726
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,<12,Positive,≤5cm,3.76124376491346
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,<12,Positive,>5cm,4.103516947520585
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,<12,Positive,NOS,4.626329830843556
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,<12,NOS,≤5cm,3.234466052236135
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,<12,NOS,>5cm,3.528802462989623
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,<12,NOS,NOS,3.9783932442504457
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,≥12,Negative,≤5cm,1.7940980069445123
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,≥12,Negative,>5cm,1.9573609255764628
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,≥12,Negative,NOS,2.20674054854175
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,≥12,Positive,≤5cm,2.651676854263989
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,≥12,Positive,>5cm,2.892979448002012
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,≥12,Positive,NOS,3.2615625307447065
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,≥12,NOS,≤5cm,2.280298566826475
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,≥12,NOS,>5cm,2.487805736407684
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,≥12,NOS,NOS,2.804767237196564
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,NOS,Negative,≤5cm,3.773967864253492
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,NOS,Negative,>5cm,4.11739893990056
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,NOS,Negative,NOS,4.641980473031795
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,NOS,Positive,≤5cm,5.577924503366662
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,NOS,Positive,>5cm,6.085515633173028
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,NOS,Positive,NOS,6.8608471391409935
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,NOS,NOS,≤5cm,4.796713155466188
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,NOS,NOS,>5cm,5.233214052613611
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N0,Yes,NOS,NOS,NOS,5.899957181223411
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,<12,Negative,≤5cm,6.372042418188801
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,<12,Negative,>5cm,6.951898278243982
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,<12,Negative,NOS,7.837612174372225
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,<12,Positive,≤5cm,9.417878694083049
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,<12,Positive,>5cm,10.274905655244606
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,<12,Positive,NOS,11.58399079372215
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,<12,NOS,≤5cm,8.098865913517965
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,<12,NOS,>5cm,8.8358627116481
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,<12,NOS,NOS,9.961605073627098
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,≥12,Negative,≤5cm,4.492289904823105
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,≥12,Negative,>5cm,4.9010882861620075
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,≥12,Negative,NOS,5.525516582932419
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,≥12,Positive,≤5cm,6.639604479328549
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,≥12,Positive,>5cm,7.243808486947446
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,≥12,Positive,NOS,8.166713509574114
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,≥12,NOS,≤5cm,5.709700469030166
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,≥12,NOS,>5cm,6.229283211711911
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,≥12,NOS,NOS,7.022931576907103
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,NOS,Negative,≤5cm,9.449738906173993
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,NOS,Negative,>5cm,10.309665146635826
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,NOS,Negative,NOS,11.623178854594011
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,NOS,Positive,≤5cm,13.966714103325161
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,NOS,Positive,>5cm,15.237685086727751
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,NOS,Positive,NOS,17.17905834708995
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,NOS,NOS,≤5cm,12.010618149747144
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,NOS,NOS,>5cm,13.103584401374134
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,No,NOS,NOS,NOS,14.773060324188986
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,<12,Negative,≤5cm,4.868240407496244
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,<12,Negative,>5cm,5.311250284578402
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,<12,Negative,NOS,5.98793570122038
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,<12,Positive,≤5cm,7.1952593222794485
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,<12,Positive,>5cm,7.850027920606878
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,<12,Positive,NOS,8.850168966403722
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,<12,NOS,≤5cm,6.1875335579277255
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,<12,NOS,>5cm,6.750599111699148
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,<12,NOS,NOS,7.610666276251102
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,≥12,Negative,≤5cm,3.4321094872848517
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,≥12,Negative,>5cm,3.744431450627773
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,≥12,Negative,NOS,4.221494669360368
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,≥12,Positive,≤5cm,5.0726578222070104
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,≥12,Positive,>5cm,5.534269684027848
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,≥12,Positive,NOS,6.239369121314623
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,≥12,NOS,≤5cm,4.362211158339046
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,≥12,NOS,>5cm,4.759172373747899
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,≥12,NOS,NOS,5.365519724757027
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,NOS,Negative,≤5cm,7.21960052431693
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,NOS,Negative,>5cm,7.87658417202977
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,NOS,Negative,NOS,8.880108644909823
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,NOS,Positive,≤5cm,10.670569574940423
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,NOS,Positive,>5cm,11.641591406260002
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,NOS,Positive,NOS,13.12480057717672
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,NOS,NOS,≤5cm,9.176112266406818
RT,Female,Unmarried/NOS,Non-white,Grade I/II,MCC/SRCC,T1-2,N+,Yes,NOS,NOS,>5cm,10.011138482649839
